fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,generation,mean_fitness,mean_accuracy,mean_error_chance,mean_error_utility
softmax,top30,12,60,8,8.174294,62.66,1.253402,16.306572
softmax,top30,12,60,9,7.658784,64.64,1.270824,16.847751
softmax,top30,12,60,10,6.932051,66.69,1.301940,16.612002
softmax,top30,12,60,11,6.038783,70.29,1.275744,17.192288
softmax,top30,12,60,12,5.478006,72.26,1.283095,18.215320
softmax,top30,12,60,13,4.974152,74.91,1.309153,19.059812
softmax,top30,12,60,14,4.622561,76.13,1.373651,19.080660
softmax,top30,12,60,15,4.092004,78.79,1.350116,18.779244
softmax,top30,12,60,16,3.695694,79.76,1.333861,18.600238
softmax,top30,12,60,17,2.756886,81.51,1.361699,18.940577
softmax,top30,12,60,18,2.456285,82.52,1.332607,18.840487
softmax,top30,12,60,19,2.072250,83.64,1.343942,18.436337
softmax,top30,12,60,20,1.992554,84.17,1.323244,18.471158
softmax,top30,12,60,21,1.959311,83.70,1.321111,18.290409
softmax,top30,12,60,22,1.900059,84.23,1.356940,18.168954
softmax,top30,12,60,23,1.749635,85.01,1.370827,18.131470
softmax,top30,12,60,24,1.354711,85.80,1.347347,18.310686
softmax,top30,12,60,25,1.289238,86.44,1.330443,18.427403
softmax,top30,12,60,26,1.240827,86.20,1.316780,18.697213
softmax,top30,12,60,27,1.271688,86.45,1.336777,18.569981
softmax,top30,12,60,28,1.237505,86.37,1.334689,18.679405
softmax,top30,12,60,29,1.185334,85.88,1.334949,18.548033
softmax,top30,12,60,30,1.192132,86.37,1.318505,18.690237
softmax,top30,12,60,31,1.192291,86.47,1.321702,18.500976
softmax,top30,12,60,32,1.026551,86.36,1.328235,18.445486
softmax,top30,12,60,33,0.979099,86.82,1.341552,18.534192
softmax,top30,12,60,34,0.880353,87.10,1.337888,18.345158
softmax,top30,12,60,35,0.869543,87.33,1.334011,18.122791
softmax,top30,12,60,36,0.850962,87.27,1.326427,17.678850
softmax,top30,12,60,37,0.831034,87.02,1.328767,17.475924
softmax,top30,12,60,38,0.800454,86.96,1.334616,16.952671
softmax,top30,12,60,39,0.774875,87.02,1.329343,16.486241
softmax,top30,12,60,40,0.742345,86.97,1.326224,15.977899
softmax,top30,12,60,41,0.724215,87.03,1.326338,15.708839
softmax,top30,12,60,42,0.718660,86.80,1.322152,15.438218
softmax,top30,12,60,43,0.698777,86.70,1.320949,15.306285
softmax,top30,12,60,44,0.697197,86.59,1.316726,15.306731
softmax,top30,12,60,45,0.684939,86.30,1.315759,15.288002
softmax,top30,12,60,46,0.684822,86.04,1.311918,15.213481
softmax,top30,12,60,47,0.689705,86.72,1.313482,15.219958
softmax,top30,12,60,48,0.683991,86.54,1.309343,15.234245
softmax,top30,12,60,49,0.677659,86.35,1.307959,15.295319
softmax,top30,12,60,50,0.686375,86.31,1.308453,15.279913
softmax,top30,12,60,51,0.676710,86.22,1.306718,15.188410
softmax,top30,12,60,52,0.680880,86.58,1.305205,15.207074
softmax,top30,12,60,53,0.680037,85.97,1.302045,15.217946
softmax,top30,12,60,54,0.681574,86.20,1.304762,15.212577
softmax,top30,12,60,55,0.683447,85.94,1.302425,15.182162
softmax,top30,12,60,56,0.675201,85.90,1.302490,15.238228
softmax,top30,12,60,57,0.676178,86.15,1.305932,15.252076
softmax,top30,12,60,58,0.674712,86.06,1.303021,15.212401
softmax,top30,12,60,59,0.679449,85.79,1.304560,15.195338
softmax,top30,12,60,60,0.677403,85.95,1.302182,15.116679
softmax,top30,12,60,61,0.673860,86.28,1.305357,15.219452
softmax,top30,12,60,62,0.671830,85.89,1.298662,15.255091
softmax,top30,12,60,63,0.668974,85.96,1.298325,15.267578
softmax,top30,12,60,64,0.670223,86.02,1.299710,15.261615
softmax,top30,12,60,65,0.667211,85.98,1.298656,15.310899
softmax,top30,12,60,66,0.669293,85.92,1.299026,15.313275
softmax,top70,1,5,1,1.592870,51.45,1.508490,18.626932
softmax,top70,1,5,2,0.931182,52.49,1.336084,15.539425
softmax,top70,1,5,3,0.592449,51.70,1.287941,14.361869
softmax,top70,1,5,4,0.430755,53.82,1.289067,13.663554
softmax,top70,1,5,5,0.249887,53.78,1.286484,13.325428
softmax,top70,1,5,6,0.122535,53.43,1.276045,13.437500
softmax,top70,1,5,7,0.087667,53.71,1.303024,13.790833
softmax,top70,1,5,8,0.043893,54.26,1.311113,13.764780
softmax,top70,1,5,9,0.051719,55.31,1.299969,14.023738
softmax,top70,1,5,10,0.039577,55.32,1.308715,14.512454
softmax,top70,2,10,1,3.015804,51.45,1.508490,18.626932
softmax,top70,2,10,2,1.931937,50.64,1.338330,15.429679
softmax,top70,2,10,3,1.391410,52.96,1.275531,14.746159
softmax,top70,2,10,4,1.196195,52.46,1.288201,13.839174
softmax,top70,2,10,5,0.871009,54.73,1.239071,13.538485
softmax,top70,2,10,6,0.685812,54.47,1.219307,13.690276
softmax,top70,2,10,7,0.481907,55.75,1.229687,13.435138
softmax,top70,2,10,8,0.354727,56.38,1.208686,12.411309
softmax,top70,2,10,9,0.262789,56.49,1.196219,12.694439
softmax,top70,2,10,10,0.135574,56.81,1.198247,12.958105
softmax,top70,2,10,11,0.073567,58.06,1.207252,12.929516
softmax,top70,2,10,12,0.034508,58.47,1.208549,12.842468
softmax,top70,2,10,13,0.038379,58.07,1.203999,12.771240
softmax,top70,2,10,14,0.027082,57.87,1.183833,12.632746
softmax,top70,4,20,1,5.995050,51.45,1.508490,18.626932
softmax,top70,4,20,2,4.230688,51.27,1.278507,15.197190
softmax,top70,4,20,3,3.493428,51.10,1.270087,14.285898
softmax,top70,4,20,4,2.971191,54.89,1.249622,13.558961
softmax,top70,4,20,5,2.429261,56.43,1.257921,13.716480
softmax,top70,4,20,6,2.033181,57.93,1.222968,14.054577
softmax,top70,4,20,7,1.657823,60.24,1.202948,13.901205
softmax,top70,4,20,8,1.341092,61.34,1.205769,13.299393
softmax,top70,4,20,9,1.113242,61.80,1.181588,13.435472
softmax,top70,4,20,10,0.769054,61.39,1.121540,14.017486
softmax,top70,4,20,11,0.591173,60.82,1.115392,13.933624
softmax,top70,4,20,12,0.426231,62.47,1.107660,14.201244
softmax,top70,4,20,13,0.277312,62.70,1.051324,14.167064
softmax,top70,4,20,14,0.197631,61.90,1.041664,13.976343
softmax,top70,4,20,15,0.186832,62.74,1.031208,14.105577
softmax,top70,4,20,16,0.149278,62.96,1.028362,13.972825
softmax,top70,4,20,17,0.105774,64.32,1.016567,14.281904
softmax,top70,4,20,18,0.070368,64.25,1.012119,14.369714
softmax,top70,4,20,19,0.050247,64.40,1.008251,14.414688
softmax,top70,8,40,1,11.798439,51.45,1.508490,18.626932
softmax,top70,8,40,2,9.142868,52.17,1.353974,14.950773
softmax,top70,8,40,3,7.622235,52.52,1.289613,14.029983
softmax,top70,8,40,4,6.827485,53.47,1.278076,13.838096
softmax,top70,8,40,5,5.819949,56.65,1.262039,13.769779
softmax,top70,8,40,6,5.043026,58.98,1.247485,13.815686
softmax,top70,8,40,7,4.760079,62.36,1.224574,13.002389
softmax,top70,8,40,8,4.195729,63.79,1.221615,12.765757
softmax,top70,8,40,9,3.678204,65.78,1.217644,12.608819
softmax,top70,8,40,10,3.100021,67.88,1.221642,12.399770
softmax,top70,8,40,11,2.620635,69.31,1.244973,13.092172
softmax,top70,8,40,12,2.090279,69.67,1.279427,13.450963
softmax,top70,8,40,13,1.722672,71.56,1.286960,13.139858
softmax,top70,8,40,14,1.234028,72.59,1.287731,13.165290
softmax,top70,8,40,15,1.015548,72.94,1.286877,13.156177
softmax,top70,8,40,16,0.710036,73.99,1.316800,12.772308
softmax,top70,8,40,17,0.591934,75.48,1.299073,12.758757
softmax,top70,8,40,18,0.508251,75.67,1.290252,12.273788
softmax,top70,8,40,19,0.378206,77.03,1.288669,12.066902
softmax,top70,8,40,20,0.382318,77.24,1.337373,11.996072
softmax,top70,8,40,21,0.428783,77.60,1.330909,12.124165
softmax,top70,8,40,22,0.396664,78.43,1.326289,12.402878
softmax,top70,8,40,23,0.326222,77.85,1.346276,12.165419
softmax,top70,8,40,24,0.270955,79.37,1.367192,12.309336
softmax,top70,8,40,25,0.311372,78.68,1.381347,12.533635
softmax,top70,8,40,26,0.235646,79.03,1.400596,12.425342
softmax,top70,8,40,27,0.218235,78.50,1.393676,12.533018
softmax,top70,8,40,28,0.162826,79.22,1.407497,12.574848
softmax,top70,8,40,29,0.169449,79.21,1.413813,12.556640
softmax,top70,8,40,30,0.146404,78.57,1.422104,12.816995
softmax,top70,8,40,31,0.126826,78.60,1.436626,12.961306
softmax,top70,8,40,32,0.131448,78.19,1.435660,12.993145
softmax,top70,8,40,33,0.125149,78.72,1.443743,12.925936
softmax,top70,8,40,34,0.124194,78.60,1.443150,12.910920
softmax,top70,8,40,35,0.119453,78.96,1.442443,12.880155
softmax,top70,8,40,36,0.122595,78.54,1.443024,12.879233
softmax,top70,8,40,37,0.120848,78.84,1.435302,13.019177
softmax,top70,8,40,38,0.119565,78.97,1.439126,12.998334
softmax,top70,8,40,39,0.116421,79.20,1.436033,12.997904
softmax,top70,8,40,40,0.122328,79.16,1.435129,12.961124
softmax,top70,8,40,41,0.115813,79.41,1.435653,13.012474
softmax,top70,8,40,42,0.115141,79.54,1.433157,12.941501
softmax,top70,8,40,43,0.113397,79.67,1.433291,12.977086
softmax,top70,8,40,44,0.117537,79.50,1.438922,13.065782
softmax,top70,8,40,45,0.109971,79.80,1.437380,13.036936
softmax,top70,8,40,46,0.113556,79.22,1.438629,13.021115
softmax,top70,8,40,47,0.109444,79.86,1.437124,13.050964
softmax,top70,8,40,48,0.112180,79.40,1.435130,13.082796
softmax,top70,8,40,49,0.107482,79.65,1.438344,13.097034
softmax,top70,8,40,50,0.107538,79.76,1.440850,13.099227
softmax,top70,8,40,51,0.108402,79.86,1.438836,13.093878
softmax,top70,8,40,52,0.103747,80.00,1.443921,13.110986
softmax,top70,8,40,53,0.108810,79.58,1.441798,13.189124
softmax,top70,8,40,54,0.103137,79.95,1.442076,13.152329
softmax,top70,8,40,55,0.106286,79.98,1.442533,13.193300
softmax,top70,8,40,56,0.100916,80.09,1.443417,13.173814
softmax,top70,8,40,57,0.103759,79.90,1.441840,13.245889
softmax,top70,8,40,58,0.101306,79.99,1.443124,13.252969
softmax,top70,8,40,59,0.100768,80.10,1.443214,13.230324
softmax,top70,8,40,60,0.098121,80.17,1.440854,13.252858
softmax,top70,8,40,61,0.098992,79.98,1.444528,13.288062
softmax,top70,8,40,62,0.099219,80.16,1.442585,13.280731
softmax,top70,8,40,63,0.097021,80.08,1.441193,13.299301
softmax,top70,8,40,64,0.098646,80.16,1.443054,13.326348
softmax,top70,8,40,65,0.097494,80.23,1.442276,13.336354
softmax,top70,8,40,66,0.096996,80.26,1.441913,13.344441
softmax,top70,8,40,67,0.096187,80.24,1.443525,13.328916
softmax,top70,8,40,68,0.095924,80.20,1.445898,13.351741
softmax,top70,8,40,69,0.099867,80.08,1.447130,13.377882
softmax,top70,8,40,70,0.096891,80.12,1.446795,13.403964
softmax,top70,8,40,71,0.095416,79.96,1.447190,13.397292
softmax,top70,8,40,72,0.095111,79.98,1.445991,13.385065
softmax,top70,8,40,73,0.093669,80.12,1.444865,13.382651
softmax,top70,8,40,74,0.097758,79.62,1.449290,13.393710
softmax,top70,8,40,75,0.092964,79.71,1.446930,13.424886
softmax,top70,8,40,76,0.094739,79.76,1.451320,13.434295
softmax,top70,8,40,77,0.094378,79.94,1.447066,13.456031
softmax,top70,8,40,78,0.092999,79.91,1.445967,13.466159
softmax,top70,8,40,79,0.092488,79.78,1.448621,13.467691
softmax,top70,8,40,80,0.092198,79.84,1.446606,13.462893
softmax,top70,12,60,1,17.481453,51.45,1.508490,18.626932
softmax,top70,12,60,2,12.849970,52.44,1.329002,14.834294
softmax,top70,12,60,3,11.064756,55.54,1.256794,14.243738
softmax,top70,12,60,4,10.095806,56.27,1.220364,14.533696
softmax,top70,12,60,5,9.616607,57.27,1.224761,14.265877
softmax,top70,12,60,6,8.550867,60.04,1.213943,15.250067
softmax,top70,12,60,7,8.667564,61.06,1.266869,15.846331
softmax,top70,12,60,8,8.174294,62.66,1.253402,16.306572
softmax,top70,12,60,9,7.658784,64.64,1.270824,16.847751
softmax,top70,12,60,10,6.932051,66.69,1.301940,16.612002
softmax,top70,12,60,11,6.038783,70.29,1.275744,17.192288
softmax,top70,12,60,12,5.478006,72.26,1.283095,18.215320
softmax,top70,12,60,13,4.974152,74.91,1.309153,19.059812
softmax,top70,12,60,14,4.622561,76.13,1.373651,19.080660
softmax,top70,12,60,15,4.092004,78.79,1.350116,18.779244
softmax,top70,12,60,16,3.695694,79.76,1.333861,18.600238
softmax,top70,12,60,17,2.756886,81.51,1.361699,18.940577
softmax,top70,12,60,18,2.456285,82.52,1.332607,18.840487
softmax,top70,12,60,19,2.072250,83.64,1.343942,18.436337
softmax,top70,12,60,20,1.992554,84.17,1.323244,18.471158
softmax,top70,12,60,21,1.959311,83.70,1.321111,18.290409
softmax,top70,12,60,22,1.874715,84.39,1.346505,18.196195
softmax,top70,12,60,23,1.714796,84.94,1.359795,18.057691
softmax,top70,12,60,24,1.316597,85.76,1.332239,18.239169
softmax,top70,12,60,25,1.251123,86.40,1.315334,18.355886
softmax,top70,12,60,26,1.202713,86.16,1.301672,18.625696
softmax,top70,12,60,27,1.233574,86.41,1.321669,18.498464
softmax,top70,12,60,28,1.199390,86.33,1.319581,18.607888
softmax,top70,12,60,29,1.147220,85.84,1.319841,18.476516
softmax,top70,12,60,30,1.154017,86.33,1.303397,18.618720
softmax,top70,12,60,31,1.154177,86.43,1.306594,18.429459
softmax,top70,12,60,32,0.988437,86.32,1.313127,18.373969
softmax,top70,12,60,33,0.940985,86.78,1.326444,18.462676
softmax,top70,12,60,34,0.842238,87.06,1.322780,18.273642
softmax,top70,12,60,35,0.820889,87.44,1.320765,18.148879
softmax,top70,12,60,36,0.753602,87.54,1.318610,17.725152
softmax,top70,12,60,37,0.738361,87.21,1.312594,17.530824
softmax,top70,12,60,38,0.691718,87.31,1.334790,17.155182
softmax,top70,12,60,39,0.666139,87.37,1.329518,16.688752
softmax,top70,12,60,40,0.633609,87.32,1.326398,16.180410
softmax,top70,12,60,41,0.615479,87.38,1.326512,15.911350
softmax,top70,12,60,42,0.609924,87.15,1.322326,15.640729
softmax,top70,12,60,43,0.590041,87.05,1.321123,15.508796
softmax,top70,12,60,44,0.588461,86.94,1.316900,15.509243
softmax,top70,12,60,45,0.576203,86.65,1.315933,15.490513
softmax,top70,12,60,46,0.576086,86.39,1.312092,15.415993
softmax,top70,12,60,47,0.580969,87.07,1.313657,15.422469
softmax,top70,12,60,48,0.575255,86.89,1.309517,15.436757
softmax,top70,12,60,49,0.568923,86.70,1.308133,15.497830
softmax,top70,12,60,50,0.577639,86.66,1.308627,15.482424
softmax,top70,12,60,51,0.567974,86.57,1.306892,15.390921
softmax,top70,12,60,52,0.572144,86.93,1.305379,15.409585
softmax,top70,12,60,53,0.571301,86.32,1.302220,15.420458
softmax,top70,12,60,54,0.572838,86.55,1.304937,15.415088
softmax,top70,12,60,55,0.574711,86.29,1.302600,15.384674
softmax,top70,12,60,56,0.566465,86.25,1.302665,15.440739
softmax,top70,12,60,57,0.567442,86.50,1.306107,15.454587
softmax,top70,12,60,58,0.565976,86.41,1.303195,15.414912
softmax,top70,12,60,59,0.570713,86.14,1.304734,15.397849
softmax,top70,12,60,60,0.568667,86.30,1.302357,15.319190
softmax,top70,12,60,61,0.565124,86.63,1.305531,15.421963
softmax,top70,12,60,62,0.563094,86.24,1.298837,15.457602
softmax,top70,12,60,63,0.560238,86.31,1.298499,15.470089
softmax,top70,12,60,64,0.561487,86.37,1.299885,15.464127
softmax,top70,12,60,65,0.558475,86.33,1.298830,15.513410
softmax,top70,12,60,66,0.560558,86.27,1.299201,15.515786
softmax,top70,12,60,67,0.556563,86.23,1.301394,15.480853
softmax,top70,12,60,68,0.564156,86.39,1.302358,15.428991
softmax,top70,12,60,69,0.558838,86.16,1.301547,15.447837
softmax,top70,12,60,70,0.558457,86.33,1.302726,15.545857
softmax,top70,12,60,71,0.558053,86.21,1.305177,15.589688
softmax,top70,12,60,72,0.557312,86.25,1.306639,15.569405
softmax,top70,12,60,73,0.552452,86.11,1.304335,15.514943
softmax,top70,12,60,74,0.558811,86.39,1.302688,15.648167
softmax,top70,12,60,75,0.557940,86.27,1.299830,15.662116
softmax,top70,12,60,76,0.557466,86.23,1.300567,15.603712
softmax,top70,12,60,77,0.562874,86.07,1.297685,15.515940
softmax,top70,12,60,78,0.553825,86.17,1.300399,15.545506
softmax,top70,12,60,79,0.549796,86.03,1.298792,15.520587
softmax,top70,12,60,80,0.558332,86.05,1.300345,15.518648
softmax,top70,12,60,81,0.549117,86.15,1.302036,15.640913
softmax,top70,12,60,82,0.559071,86.11,1.299592,15.624096
softmax,top70,12,60,83,0.550703,86.09,1.303283,15.564450
softmax,top70,12,60,84,0.557376,86.03,1.301440,15.582568
softmax,top70,12,60,85,0.550081,86.01,1.302514,15.525659
softmax,top70,12,60,86,0.559008,86.24,1.304683,15.552055
softmax,top70,12,60,87,0.551519,86.17,1.308476,15.579049
softmax,top70,12,60,88,0.552541,86.01,1.306556,15.644188
softmax,top70,12,60,89,0.546585,86.03,1.306822,15.609997
softmax,top70,12,60,90,0.551810,86.03,1.307313,15.562477
softmax,top70,12,60,91,0.549693,86.03,1.307088,15.617952
softmax,top70,12,60,92,0.550680,86.03,1.306392,15.640668
softmax,top70,12,60,93,0.556091,86.07,1.307220,15.575544
softmax,top70,12,60,94,0.555474,86.01,1.308266,15.677992
softmax,top70,12,60,95,0.550715,86.07,1.305534,15.608328
softmax,top70,12,60,96,0.552816,86.03,1.309248,15.640126
softmax,top70,12,60,97,0.548979,86.02,1.308978,15.604136
softmax,top70,12,60,98,0.550413,86.07,1.306939,15.702775
softmax,top70,12,60,99,0.547639,86.05,1.307653,15.636868
softmax,top70,12,60,100,0.549372,86.03,1.308763,15.607601
softmax,top90,1,5,1,1.592870,51.45,1.508490,18.626932
softmax,top90,1,5,2,0.931182,52.49,1.336084,15.539425
softmax,top90,1,5,3,0.592449,51.70,1.287941,14.361869
softmax,top90,1,5,4,0.430755,53.82,1.289067,13.663554
softmax,top90,1,5,5,0.249887,53.78,1.286484,13.325428
softmax,top90,1,5,6,0.122535,53.43,1.276045,13.437500
softmax,top90,1,5,7,0.085838,53.68,1.301365,14.285164
softmax,top90,1,5,8,0.041330,53.86,1.307648,14.630300
softmax,top90,1,5,9,0.042429,54.24,1.331424,14.853879
softmax,top90,1,5,10,0.029165,54.44,1.347561,15.574062
softmax,top90,1,5,11,0.019813,54.97,1.344294,15.588915
softmax,top90,1,5,12,0.019649,55.00,1.347219,15.601203
softmax,top90,2,10,1,3.015804,51.45,1.508490,18.626932
softmax,top90,2,10,2,1.931937,50.64,1.338330,15.429679
softmax,top90,2,10,3,1.391410,52.96,1.275531,14.746159
softmax,top90,2,10,4,1.196195,52.46,1.288201,13.839174
softmax,top90,2,10,5,0.871009,54.73,1.239071,13.538485
softmax,top90,2,10,6,0.685812,54.47,1.219307,13.690276
softmax,top90,2,10,7,0.476305,55.20,1.226080,13.541254
softmax,top90,2,10,8,0.347264,56.15,1.212853,12.713944
softmax,top90,2,10,9,0.255326,56.26,1.200386,12.997074
softmax,top90,2,10,10,0.128110,56.58,1.202414,13.260740
softmax,top90,2,10,11,0.066104,57.83,1.211419,13.232150
softmax,top90,2,10,12,0.027045,58.24,1.212715,13.145103
softmax,top90,2,10,13,0.020545,58.09,1.175420,13.061277
softmax,top90,2,10,14,0.009248,57.89,1.155254,12.922782
softmax,top90,2,10,15,0.008007,57.80,1.157721,12.995598
softmax,top90,4,20,1,5.995050,51.45,1.508490,18.626932
softmax,top90,4,20,2,4.230688,51.27,1.278507,15.197190
softmax,top90,4,20,3,3.493428,51.10,1.270087,14.285898
softmax,top90,4,20,4,2.971191,54.89,1.249622,13.558961
softmax,top90,4,20,5,2.429261,56.43,1.257921,13.716480
softmax,top90,4,20,6,2.033181,57.93,1.222968,14.054577
softmax,top90,4,20,7,1.657823,60.24,1.202948,13.901205
softmax,top90,4,20,8,1.341092,61.34,1.205769,13.299393
softmax,top90,4,20,9,1.113242,61.80,1.181588,13.435472
softmax,top90,4,20,10,0.769054,61.39,1.121540,14.017486
softmax,top90,4,20,11,0.591173,60.82,1.115392,13.933624
softmax,top90,4,20,12,0.426231,62.47,1.107660,14.201244
softmax,top90,4,20,13,0.273450,62.87,1.048999,14.300075
softmax,top90,4,20,14,0.191768,62.54,1.040340,14.220194
softmax,top90,4,20,15,0.180968,63.38,1.029884,14.349428
softmax,top90,4,20,16,0.141393,63.21,1.036449,14.353123
softmax,top90,4,20,17,0.093493,64.64,1.027316,14.742971
softmax,top90,4,20,18,0.058088,64.57,1.022868,14.830781
softmax,top90,4,20,19,0.035017,65.11,1.017436,14.861985
softmax,top90,4,20,20,0.023714,65.79,1.002267,15.114831
softmax,top90,4,20,21,0.027082,65.31,0.998934,15.225548
softmax,top90,4,20,22,0.020237,65.54,1.004402,15.522754
softmax,top90,8,40,1,11.798439,51.45,1.508490,18.626932
softmax,top90,8,40,2,9.142868,52.17,1.353974,14.950773
softmax,top90,8,40,3,7.622235,52.52,1.289613,14.029983
softmax,top90,8,40,4,6.827485,53.47,1.278076,13.838096
softmax,top90,8,40,5,5.819949,56.65,1.262039,13.769779
softmax,top90,8,40,6,5.043026,58.98,1.247485,13.815686
softmax,top90,8,40,7,4.760079,62.36,1.224574,13.002389
softmax,top90,8,40,8,4.195729,63.79,1.221615,12.765757
softmax,top90,8,40,9,3.678204,65.78,1.217644,12.608819
softmax,top90,8,40,10,3.100021,67.88,1.221642,12.399770
softmax,top90,8,40,11,2.620635,69.31,1.244973,13.092172
softmax,top90,8,40,12,2.090279,69.67,1.279427,13.450963
softmax,top90,8,40,13,1.722672,71.56,1.286960,13.139858
softmax,top90,8,40,14,1.234028,72.59,1.287731,13.165290
softmax,top90,8,40,15,1.015548,72.94,1.286877,13.156177
softmax,top90,8,40,16,0.710036,73.99,1.316800,12.772308
softmax,top90,8,40,17,0.591934,75.48,1.299073,12.758757
softmax,top90,8,40,18,0.508251,75.67,1.290252,12.273788
softmax,top90,8,40,19,0.353372,77.27,1.296318,12.132540
softmax,top90,8,40,20,0.357484,77.48,1.345022,12.061710
softmax,top90,8,40,21,0.403949,77.84,1.338559,12.189803
softmax,top90,8,40,22,0.371830,78.67,1.333938,12.468516
softmax,top90,8,40,23,0.299807,78.11,1.355517,12.200605
softmax,top90,8,40,24,0.242208,79.46,1.380365,12.354060
softmax,top90,8,40,25,0.282625,78.77,1.394520,12.578359
softmax,top90,8,40,26,0.206899,79.12,1.413769,12.470066
softmax,top90,8,40,27,0.189488,78.59,1.406849,12.577742
softmax,top90,8,40,28,0.126751,79.03,1.417495,12.797751
softmax,top90,8,40,29,0.133373,79.02,1.423811,12.779543
softmax,top90,8,40,30,0.110328,78.38,1.432102,13.039898
softmax,top90,8,40,31,0.090750,78.41,1.446624,13.184209
softmax,top90,8,40,32,0.090275,77.91,1.449900,13.285113
softmax,top90,8,40,33,0.070733,78.24,1.470484,13.372600
softmax,top90,8,40,34,0.069778,78.12,1.469891,13.357584
softmax,top90,8,40,35,0.065036,78.48,1.469184,13.326819
softmax,top90,8,40,36,0.068179,78.06,1.469765,13.325897
softmax,top90,8,40,37,0.066432,78.36,1.462043,13.465841
softmax,top90,8,40,38,0.065148,78.49,1.465867,13.444998
softmax,top90,8,40,39,0.062005,78.72,1.462774,13.444568
softmax,top90,8,40,40,0.067911,78.68,1.461870,13.407788
softmax,top90,8,40,41,0.061396,78.93,1.462394,13.459139
softmax,top90,8,40,42,0.060725,79.06,1.459898,13.388165
softmax,top90,8,40,43,0.058981,79.19,1.460032,13.423750
softmax,top90,8,40,44,0.063121,79.02,1.465663,13.512446
softmax,top90,8,40,45,0.055555,79.32,1.464121,13.483600
softmax,top90,8,40,46,0.059140,78.74,1.465370,13.467779
softmax,top90,8,40,47,0.055028,79.38,1.463865,13.497628
softmax,top90,8,40,48,0.057764,78.92,1.461871,13.529460
softmax,top90,8,40,49,0.053066,79.17,1.465085,13.543698
softmax,top90,8,40,50,0.053122,79.28,1.467591,13.545891
softmax,top90,8,40,51,0.053986,79.38,1.465577,13.540542
softmax,top90,8,40,52,0.049331,79.52,1.470662,13.557650
softmax,top90,8,40,53,0.054393,79.10,1.468539,13.635788
softmax,top90,8,40,54,0.048721,79.47,1.468817,13.598993
softmax,top90,8,40,55,0.051870,79.50,1.469274,13.639964
softmax,top90,8,40,56,0.046499,79.61,1.470158,13.620478
softmax,top90,8,40,57,0.049343,79.42,1.468581,13.692553
softmax,top90,8,40,58,0.046890,79.51,1.469865,13.699633
softmax,top90,8,40,59,0.046352,79.62,1.469956,13.676988
softmax,top90,8,40,60,0.043705,79.69,1.467595,13.699522
softmax,top90,8,40,61,0.044576,79.50,1.471270,13.734726
softmax,top90,8,40,62,0.044803,79.68,1.469326,13.727395
softmax,top90,8,40,63,0.042604,79.60,1.467934,13.745966
softmax,top90,8,40,64,0.044229,79.68,1.469795,13.773012
softmax,top90,8,40,65,0.043078,79.75,1.469017,13.783018
softmax,top90,8,40,66,0.042580,79.78,1.468654,13.791105
softmax,top90,8,40,67,0.041770,79.76,1.470266,13.775580
softmax,top90,8,40,68,0.041508,79.72,1.472639,13.798405
softmax,top90,8,40,69,0.045451,79.60,1.473871,13.824546
softmax,top90,8,40,70,0.042474,79.64,1.473536,13.850628
softmax,top90,8,40,71,0.040999,79.48,1.473931,13.843956
softmax,top90,8,40,72,0.040695,79.50,1.472732,13.831729
softmax,top90,8,40,73,0.039252,79.64,1.471606,13.829315
softmax,top90,8,40,74,0.043342,79.14,1.476031,13.840374
softmax,top90,8,40,75,0.038548,79.23,1.473671,13.871550
softmax,top90,8,40,76,0.040323,79.28,1.478062,13.880959
softmax,top90,8,40,77,0.039962,79.46,1.473807,13.902695
softmax,top90,8,40,78,0.038583,79.43,1.472708,13.912823
softmax,top90,8,40,79,0.038071,79.30,1.475362,13.914355
softmax,top90,8,40,80,0.037781,79.36,1.473347,13.909557
softmax,top90,8,40,81,0.037370,79.14,1.471256,13.975583
softmax,top90,8,40,82,0.039175,79.17,1.473424,13.980399
softmax,top90,8,40,83,0.036971,79.18,1.472657,13.972795
softmax,top90,8,40,84,0.037171,78.86,1.474181,13.973339
softmax,top90,8,40,85,0.036259,78.89,1.473732,13.989615
softmax,top90,8,40,86,0.036670,79.04,1.475329,13.984901
softmax,top90,8,40,87,0.035130,78.92,1.472310,13.999586
softmax,top90,8,40,88,0.036921,78.98,1.475143,14.035211
softmax,top90,8,40,89,0.034272,78.87,1.478558,14.014979
softmax,top90,12,60,1,17.481453,51.45,1.508490,18.626932
softmax,top90,12,60,2,12.849970,52.44,1.329002,14.834294
softmax,top90,12,60,3,11.064756,55.54,1.256794,14.243738
softmax,top90,12,60,4,10.095806,56.27,1.220364,14.533696
softmax,top90,12,60,5,9.616607,57.27,1.224761,14.265877
softmax,top90,12,60,6,8.550867,60.04,1.213943,15.250067
softmax,top90,12,60,7,8.667564,61.06,1.266869,15.846331
softmax,top90,12,60,8,8.174294,62.66,1.253402,16.306572
softmax,top90,12,60,9,7.658784,64.64,1.270824,16.847751
softmax,top90,12,60,10,6.932051,66.69,1.301940,16.612002
softmax,top90,12,60,11,6.038783,70.29,1.275744,17.192288
softmax,top90,12,60,12,5.478006,72.26,1.283095,18.215320
softmax,top90,12,60,13,4.974152,74.91,1.309153,19.059812
softmax,top90,12,60,14,4.622561,76.13,1.373651,19.080660
softmax,top90,12,60,15,4.092004,78.79,1.350116,18.779244
