fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,total_rules,stop_gen_mean,stop_gen_std,stop_gen_min,stop_gen_max,best_fitness_mean,best_fitness_std,mean_accuracy_mean,mean_accuracy_std,best_accuracy_mean,best_accuracy_std,best_accuracy_min,best_accuracy_max,best_mse_chance_mean,best_mse_chance_std,best_mse_chance_min,best_mse_chance_max,mean_mse_chance_mean,mean_mse_chance_std,mean_mse_chance_min,mean_mse_chance_max,best_mse_utility_mean,best_mse_utility_std,best_mse_utility_min,best_mse_utility_max,mean_mse_utility_mean,mean_mse_utility_std,mean_mse_utility_min,mean_mse_utility_max
margin,top70,1,5,20,5.60,1.02,4,7,0.000000,0.000000,56.17,4.15,86.00,4.90,80.00,95.00,0.551698,0.074031,0.436700,0.658509,1.329438,0.067744,1.247740,1.412289,3.236029,0.582028,2.524914,3.845646,13.628637,2.234205,10.323258,17.181414
margin,top70,2,10,20,8.40,1.50,6,10,0.000000,0.000000,56.93,1.66,88.00,4.00,85.00,95.00,0.506479,0.102724,0.407955,0.687265,1.166916,0.264723,0.787405,1.508336,2.768158,0.974478,1.443653,4.107037,12.977387,1.734407,11.389167,16.041994
margin,top70,4,20,20,13.40,4.59,9,22,0.000000,0.000000,68.37,4.51,92.00,4.00,85.00,95.00,0.595860,0.108772,0.470676,0.759120,1.328875,0.271142,1.028013,1.786078,2.848102,1.453831,1.554263,5.683948,11.262594,6.092514,4.968444,22.845521
margin,top70,8,40,20,17.80,3.06,15,22,0.000000,0.000000,77.76,5.85,93.00,4.00,85.00,95.00,0.555448,0.198129,0.302998,0.880379,1.176211,0.275775,0.868143,1.669165,4.787576,0.868675,3.545917,5.914719,11.782227,2.487506,8.263838,15.761437
margin,top70,12,60,20,23.00,3.46,18,27,0.000000,0.000000,86.47,3.42,95.00,3.16,90.00,100.00,0.627612,0.121972,0.432643,0.751074,1.018258,0.268599,0.534133,1.324690,5.833248,2.454383,1.953397,8.819079,12.950877,3.325225,6.529697,15.756904
margin,top90,1,5,20,12.60,4.59,7,21,0.000000,0.000000,56.84,3.10,89.00,4.90,85.00,95.00,0.641944,0.080576,0.542622,0.755993,1.344319,0.180141,1.019904,1.531560,3.620748,0.833898,2.544111,4.769944,13.896535,3.435680,8.947529,19.702711
margin,top90,2,10,20,14.60,4.63,8,22,0.000000,0.000000,55.90,2.23,85.00,3.16,80.00,90.00,0.598157,0.245353,0.403312,1.073341,1.251403,0.323803,0.838207,1.805255,3.653618,0.833630,2.244238,4.369970,13.351829,2.682464,9.090551,17.549469
margin,top90,4,20,20,17.20,4.26,12,22,0.000000,0.000000,68.65,2.65,95.00,3.16,90.00,100.00,0.663012,0.176585,0.495740,0.978552,1.354511,0.296552,0.980008,1.786078,4.072093,3.478952,1.115271,10.870567,10.264997,6.120314,3.666897,21.779484
margin,top90,8,40,20,23.40,3.50,19,28,0.000000,0.000000,79.31,5.98,91.00,4.90,85.00,95.00,0.551220,0.206027,0.373640,0.949493,1.107485,0.316736,0.818136,1.716494,5.797170,1.157345,4.098607,7.415632,12.953293,2.675323,8.412819,15.802144
margin,top90,12,60,20,28.40,5.54,19,35,0.000000,0.000000,86.16,5.02,98.00,2.45,95.00,100.00,0.674515,0.189410,0.402766,0.960015,1.014449,0.265935,0.531043,1.307857,5.424954,2.001952,2.476832,7.875900,12.421252,2.594983,7.330464,14.420026
softmax,top10,1,5,20,2.40,1.50,1,5,0.000252,0.000121,52.43,3.65,87.00,4.00,85.00,95.00,0.517305,0.116751,0.406795,0.723366,1.391074,0.126887,1.179153,1.539729,4.501740,1.800751,1.655601,6.420144,15.968112,2.397625,11.662533,18.369352
softmax,top10,2,10,20,6.20,1.72,3,8,0.001706,0.000689,55.13,3.86,84.00,6.63,75.00,95.00,0.594957,0.106708,0.460264,0.782007,1.232508,0.160789,0.979316,1.415681,3.023331,1.052543,1.637335,4.316205,13.011381,1.888108,9.570186,15.293871
softmax,top10,4,20,20,10.80,2.64,6,13,0.005917,0.004310,63.51,4.64,95.00,0.00,95.00,95.00,0.509778,0.085631,0.366715,0.617675,1.096996,0.155223,0.873053,1.290090,3.157843,0.498788,2.570598,4.059595,14.347585,4.427106,7.298070,19.764331
softmax,top10,8,40,20,26.40,16.06,14,58,0.027103,0.021359,79.05,8.56,93.00,4.00,85.00,95.00,0.749435,0.140875,0.485769,0.889450,1.333931,0.310909,0.953101,1.801151,4.431244,1.767418,1.807048,6.099329,12.204459,3.973002,7.444462,19.007076
softmax,top10,12,60,20,30.00,16.84,17,62,0.177537,0.284431,85.84,4.02,96.00,3.74,90.00,100.00,0.773876,0.225114,0.511727,1.140525,1.290030,0.280257,0.998394,1.787215,5.270300,1.681342,3.146583,7.722824,15.407614,5.187405,7.127740,22.488696
softmax,top30,1,5,20,5.60,0.80,4,6,0.000129,0.000061,53.64,4.27,82.00,4.00,75.00,85.00,0.561677,0.089713,0.456271,0.717331,1.274376,0.079492,1.192970,1.393262,2.953506,0.842036,1.694751,4.292990,12.865613,1.895798,9.826160,15.059406
softmax,top30,2,10,20,8.60,2.06,5,11,0.000354,0.000155,57.01,3.48,90.00,4.47,85.00,95.00,0.568217,0.041120,0.502450,0.630971,1.178822,0.117371,1.028467,1.373633,3.879999,1.031929,2.627110,5.688838,12.948994,2.203339,8.812266,15.135094
softmax,top30,4,20,20,12.80,3.06,8,16,0.003153,0.001762,63.02,4.16,89.00,4.90,85.00,95.00,0.553385,0.101123,0.401096,0.650746,1.063533,0.166064,0.856261,1.318103,3.702807,1.560338,1.988810,5.656433,13.697518,4.749696,6.538062,19.208993
softmax,top30,8,40,20,29.60,16.66,15,62,0.019230,0.023935,79.69,9.22,94.00,4.90,85.00,100.00,0.714677,0.178266,0.425683,0.961094,1.396166,0.383649,0.974928,2.038530,6.000721,2.904862,2.580119,10.921853,12.554487,3.935615,7.583272,19.185027
softmax,top30,12,60,20,32.00,17.92,17,66,0.173962,0.285675,85.92,4.34,95.00,3.16,90.00,100.00,0.776874,0.225325,0.511727,1.123039,1.299026,0.260408,1.000213,1.731940,6.002804,1.763233,3.954420,9.223468,15.313275,5.177266,7.418661,22.488696
softmax,top70,1,5,20,8.40,1.50,6,10,0.000074,0.000019,55.32,5.34,87.00,5.10,80.00,95.00,0.621334,0.177967,0.419433,0.950795,1.308715,0.131869,1.145019,1.504583,3.594739,1.235017,2.152018,5.598203,14.512454,2.799551,9.721137,17.918840
softmax,top70,2,10,20,10.80,2.71,6,14,0.000288,0.000128,57.87,7.11,88.00,7.48,75.00,95.00,0.515625,0.022695,0.492043,0.554764,1.183833,0.214550,0.955205,1.478935,4.404404,1.006524,3.288872,5.702740,12.632746,2.276798,9.129750,15.852965
softmax,top70,4,20,20,14.80,3.43,10,19,0.001591,0.000861,64.40,6.26,91.00,4.90,85.00,95.00,0.520158,0.107830,0.351326,0.655807,1.008251,0.193452,0.781862,1.280147,5.533357,2.195073,1.829035,8.201370,14.414688,4.998719,7.102283,20.722964
softmax,top70,8,40,20,35.60,22.63,18,80,0.012623,0.017514,79.84,8.48,94.00,4.90,85.00,100.00,0.908194,0.258961,0.567477,1.345649,1.446606,0.465308,0.948844,2.248050,7.230698,2.598215,4.067161,11.053713,13.462893,3.206586,8.494083,18.436414
softmax,top70,12,60,20,40.40,30.58,17,100,0.164705,0.289597,86.03,5.01,95.00,3.16,90.00,100.00,0.804425,0.264500,0.511727,1.232278,1.308763,0.260832,1.033582,1.707166,7.799577,2.994515,4.702469,12.171400,15.607601,5.195509,7.877737,22.488696
softmax,top90,1,5,20,9.80,1.17,8,11,0.000064,0.000008,55.00,7.00,85.00,9.49,75.00,100.00,0.634343,0.108408,0.467387,0.775998,1.347219,0.174175,1.152500,1.652406,5.757056,2.841579,3.363729,11.098837,15.601203,4.160259,9.358180,22.246443
softmax,top90,2,10,20,11.80,2.48,8,15,0.000201,0.000071,57.80,7.29,84.00,6.63,75.00,95.00,0.532525,0.088073,0.427366,0.690812,1.157721,0.220451,0.852630,1.417781,6.127256,1.736649,3.187127,8.340344,12.995598,2.712142,9.129750,17.366138
softmax,top90,4,20,20,16.60,4.27,10,22,0.001020,0.000487,65.54,6.90,90.00,4.47,85.00,95.00,0.511241,0.112165,0.372655,0.705737,1.004402,0.174854,0.765021,1.235799,6.327563,2.214216,2.384495,8.201370,15.522754,5.271252,8.188363,20.924064
softmax,top90,8,40,20,38.60,25.62,19,89,0.011597,0.015764,78.87,8.00,90.00,8.94,75.00,100.00,0.948457,0.394309,0.530798,1.688651,1.478558,0.495236,0.932968,2.331767,7.628285,3.129875,3.366535,12.142457,14.014979,3.101355,9.021193,18.764604
softmax,top90,12,60,20,41.80,29.94,17,100,0.162612,0.290701,86.52,5.26,96.00,3.74,90.00,100.00,0.802228,0.283470,0.511727,1.273332,1.288122,0.284644,0.933737,1.714836,8.594982,3.558763,4.702469,13.347113,15.890219,5.146053,7.877737,22.488696
regret_reg,top10,1,5,20,47.00,17.57,29,68,0.291402,0.027727,52.19,4.45,76.00,8.00,65.00,85.00,0.521258,0.108298,0.404059,0.704770,0.817472,0.189702,0.576083,1.031296,1.480852,0.788048,0.661911,2.618022,6.748980,1.089656,5.631946,8.512603
regret_reg,top10,2,10,20,51.80,21.58,28,84,0.335362,0.062517,58.82,13.78,77.00,13.27,55.00,95.00,0.641212,0.138579,0.438631,0.857866,0.867437,0.160122,0.630494,1.056393,2.196825,1.157815,0.421330,3.528551,7.225235,2.214381,5.215143,11.441342
regret_reg,top10,4,20,20,49.80,18.33,32,85,0.345167,0.063997,57.15,9.78,77.00,9.80,65.00,85.00,0.569523,0.106707,0.406465,0.720431,0.785798,0.123156,0.572076,0.942080,0.804215,0.386496,0.291225,1.293109,5.514572,1.602441,3.325843,8.231834
regret_reg,top10,8,40,20,59.00,25.09,34,96,0.415217,0.025458,77.57,2.45,93.00,4.00,85.00,95.00,0.581626,0.150531,0.337203,0.755547,0.778833,0.190008,0.486057,1.023477,1.706257,0.952728,0.706476,3.408161,7.002519,1.884560,4.962504,9.469763
regret_reg,top10,12,60,20,49.00,12.46,31,67,0.523118,0.049668,84.49,5.69,93.00,5.10,85.00,100.00,0.698505,0.184448,0.418841,0.981843,0.869241,0.180255,0.605260,1.134988,1.880133,0.829021,0.995472,3.424452,8.753658,3.900993,3.590938,14.354125
regret_reg,top30,1,5,20,47.00,17.57,29,68,0.291402,0.027727,52.19,4.45,76.00,8.00,65.00,85.00,0.521258,0.108298,0.404059,0.704770,0.817472,0.189702,0.576083,1.031296,1.480852,0.788048,0.661911,2.618022,6.748980,1.089656,5.631946,8.512603
regret_reg,top30,2,10,20,51.80,21.58,28,84,0.335362,0.062517,58.82,13.78,77.00,13.27,55.00,95.00,0.641212,0.138579,0.438631,0.857866,0.867437,0.160122,0.630494,1.056393,2.196825,1.157815,0.421330,3.528551,7.225235,2.214381,5.215143,11.441342
regret_reg,top30,4,20,20,49.80,18.33,32,85,0.345167,0.063997,57.15,9.78,77.00,9.80,65.00,85.00,0.569523,0.106707,0.406465,0.720431,0.785798,0.123156,0.572076,0.942080,0.804215,0.386496,0.291225,1.293109,5.514572,1.602441,3.325843,8.231834
regret_reg,top30,8,40,20,59.00,25.09,34,96,0.415217,0.025458,77.57,2.45,93.00,4.00,85.00,95.00,0.581626,0.150531,0.337203,0.755547,0.778833,0.190008,0.486057,1.023477,1.706257,0.952728,0.706476,3.408161,7.002519,1.884560,4.962504,9.469763
regret_reg,top30,12,60,20,49.00,12.46,31,67,0.523118,0.049668,84.49,5.69,93.00,5.10,85.00,100.00,0.698505,0.184448,0.418841,0.981843,0.869241,0.180255,0.605260,1.134988,1.880133,0.829021,0.995472,3.424452,8.753658,3.900993,3.590938,14.354125
regret_reg,top70,1,5,20,47.00,17.57,29,68,0.291402,0.027727,52.19,4.45,76.00,8.00,65.00,85.00,0.521258,0.108298,0.404059,0.704770,0.817472,0.189702,0.576083,1.031296,1.480852,0.788048,0.661911,2.618022,6.748980,1.089656,5.631946,8.512603
regret_reg,top70,2,10,20,51.80,21.58,28,84,0.335362,0.062517,58.82,13.78,77.00,13.27,55.00,95.00,0.641212,0.138579,0.438631,0.857866,0.867437,0.160122,0.630494,1.056393,2.196825,1.157815,0.421330,3.528551,7.225235,2.214381,5.215143,11.441342
regret_reg,top70,4,20,20,49.80,18.33,32,85,0.345167,0.063997,57.15,9.78,77.00,9.80,65.00,85.00,0.569523,0.106707,0.406465,0.720431,0.785798,0.123156,0.572076,0.942080,0.804215,0.386496,0.291225,1.293109,5.514572,1.602441,3.325843,8.231834
regret_reg,top70,8,40,20,59.00,25.09,34,96,0.415217,0.025458,77.57,2.45,93.00,4.00,85.00,95.00,0.581626,0.150531,0.337203,0.755547,0.778833,0.190008,0.486057,1.023477,1.706257,0.952728,0.706476,3.408161,7.002519,1.884560,4.962504,9.469763
regret_reg,top70,12,60,20,49.00,12.46,31,67,0.523118,0.049668,84.49,5.69,93.00,5.10,85.00,100.00,0.698505,0.184448,0.418841,0.981843,0.869241,0.180255,0.605260,1.134988,1.880133,0.829021,0.995472,3.424452,8.753658,3.900993,3.590938,14.354125
regret_reg,top90,1,5,20,47.00,17.57,29,68,0.291402,0.027727,52.19,4.45,76.00,8.00,65.00,85.00,0.521258,0.108298,0.404059,0.704770,0.817472,0.189702,0.576083,1.031296,1.480852,0.788048,0.661911,2.618022,6.748980,1.089656,5.631946,8.512603
regret_reg,top90,2,10,20,51.80,21.58,28,84,0.335362,0.062517,58.82,13.78,77.00,13.27,55.00,95.00,0.641212,0.138579,0.438631,0.857866,0.867437,0.160122,0.630494,1.056393,2.196825,1.157815,0.421330,3.528551,7.225235,2.214381,5.215143,11.441342
regret_reg,top90,4,20,20,49.80,18.33,32,85,0.345167,0.063997,57.15,9.78,77.00,9.80,65.00,85.00,0.569523,0.106707,0.406465,0.720431,0.785798,0.123156,0.572076,0.942080,0.804215,0.386496,0.291225,1.293109,5.514572,1.602441,3.325843,8.231834
regret_reg,top90,8,40,20,59.00,25.09,34,96,0.415217,0.025458,77.57,2.45,93.00,4.00,85.00,95.00,0.581626,0.150531,0.337203,0.755547,0.778833,0.190008,0.486057,1.023477,1.706257,0.952728,0.706476,3.408161,7.002519,1.884560,4.962504,9.469763
regret_reg,top90,12,60,20,49.00,12.46,31,67,0.523118,0.049668,84.49,5.69,93.00,5.10,85.00,100.00,0.698505,0.184448,0.418841,0.981843,0.869241,0.180255,0.605260,1.134988,1.880133,0.829021,0.995472,3.424452,8.753658,3.900993,3.590938,14.354125
regret,top10,1,5,20,1.00,0.00,1,1,0.000000,0.000000,51.45,2.08,83.00,2.45,80.00,85.00,0.496711,0.064276,0.416465,0.580448,1.508490,0.029525,1.467805,1.544349,6.171206,1.169171,4.490148,8.050272,18.626932,0.569366,17.760733,19.481594
regret,top10,2,10,20,1.00,0.00,1,1,0.000000,0.000000,51.45,2.08,83.00,2.45,80.00,85.00,0.496711,0.064276,0.416465,0.580448,1.508490,0.029525,1.467805,1.544349,6.171206,1.169171,4.490148,8.050272,18.626932,0.569366,17.760733,19.481594
regret,top10,4,20,20,2.00,1.10,1,4,0.000000,0.000000,52.55,2.32,84.00,2.00,80.00,85.00,0.486926,0.051381,0.409907,0.560558,1.359012,0.133942,1.186059,1.539729,4.440670,2.408708,1.397404,8.050272,15.666078,2.995343,10.863908,18.624416
regret,top10,8,40,20,7.60,1.74,5,10,0.000000,0.000000,60.29,2.71,92.00,4.00,85.00,95.00,0.573455,0.126139,0.406152,0.793089,1.322497,0.139922,1.087537,1.479872,4.103766,1.501558,2.811960,7.022576,15.447007,2.551951,11.658377,18.688508
regret,top10,12,60,20,16.40,4.84,10,22,0.000000,0.000000,69.25,6.05,94.00,2.00,90.00,95.00,0.591960,0.126960,0.389111,0.757018,1.388896,0.293856,0.911304,1.663785,14.851188,10.410549,3.865243,31.929488,23.630837,9.100511,9.011945,34.303268
regret,top30,1,5,20,1.00,0.00,1,1,0.000000,0.000000,51.45,2.08,83.00,2.45,80.00,85.00,0.496711,0.064276,0.416465,0.580448,1.508490,0.029525,1.467805,1.544349,6.171206,1.169171,4.490148,8.050272,18.626932,0.569366,17.760733,19.481594
regret,top30,2,10,20,1.60,0.49,1,2,0.000000,0.000000,51.60,2.84,86.00,5.83,80.00,95.00,0.518075,0.064626,0.442281,0.635376,1.437045,0.077142,1.344889,1.544349,4.407992,2.121939,1.665278,8.050272,16.562363,2.244274,13.053316,18.898563
regret,top30,4,20,20,6.80,2.23,5,11,0.000000,0.000000,55.97,1.93,89.00,3.74,85.00,95.00,0.565077,0.034576,0.503455,0.600850,1.368849,0.155831,1.173489,1.652092,3.431531,0.446412,2.824402,4.037367,12.770283,3.294932,8.123920,17.819830
regret,top30,8,40,20,17.80,1.47,15,19,0.000000,0.000000,71.01,1.77,97.00,2.45,95.00,100.00,0.664198,0.159970,0.428410,0.870967,1.553838,0.304472,1.068302,1.902142,8.754722,2.547545,4.284129,11.490933,20.735805,7.873556,10.945675,29.278459
regret,top30,12,60,20,21.60,3.44,17,27,0.000001,0.000003,74.92,9.58,93.00,4.00,90.00,100.00,0.682684,0.216627,0.389111,0.988971,1.367630,0.338988,0.911304,1.837943,21.152591,9.603462,8.337250,33.732493,27.589294,8.943487,10.478997,34.756950
regret,top70,1,5,20,3.60,0.80,3,5,0.000000,0.000000,53.76,2.42,88.00,6.00,80.00,95.00,0.554054,0.040808,0.500547,0.615667,1.294946,0.073972,1.198439,1.420536,2.869894,0.909528,1.908209,4.307229,14.324730,1.361538,13.272616,16.943555
regret,top70,2,10,20,6.00,1.41,4,8,0.000000,0.000000,55.64,4.19,83.00,5.10,75.00,90.00,0.561466,0.059296,0.466462,0.644988,1.235961,0.124209,1.112948,1.460772,3.402581,1.081305,1.895416,4.814119,13.156615,3.563399,8.171440,17.815972
regret,top70,4,20,20,15.60,3.38,12,22,0.000000,0.000000,60.95,2.12,90.00,4.47,85.00,95.00,0.637161,0.162801,0.349689,0.851005,1.548140,0.287237,0.999624,1.801165,4.023553,2.452418,2.055798,8.775379,15.303595,7.348158,9.015385,29.077814
regret,top70,8,40,20,22.20,0.40,22,23,0.000000,0.000000,74.38,3.43,94.00,4.90,85.00,100.00,0.687558,0.122934,0.594447,0.922743,1.603055,0.353858,1.176162,2.019064,12.059143,7.217468,3.950871,25.626625,20.869491,8.516488,11.406159,32.486873
regret,top70,12,60,20,22.60,2.87,18,27,0.000001,0.000003,76.04,10.68,92.00,2.45,90.00,95.00,0.679982,0.265997,0.389111,1.174522,1.376066,0.367466,0.911304,1.976996,20.739464,9.987205,6.662011,33.732493,27.604236,8.959591,10.469814,34.756950
regret,top90,1,5,20,8.40,1.62,6,11,0.000000,0.000000,58.83,3.30,91.00,4.90,85.00,95.00,0.565410,0.129530,0.462183,0.816701,1.329393,0.195758,1.098803,1.614540,3.855541,0.931097,3.002934,5.623019,14.064225,2.670089,10.487725,18.514735
