fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,generation,mean_fitness,mean_accuracy,mean_error_chance,mean_error_utility
softmax,top70,2,10,12,0.492078,59.26,1.597714,21.514520
softmax,top70,2,10,13,0.453202,59.72,1.619778,21.667409
softmax,top70,2,10,14,0.392429,60.04,1.626171,21.732970
softmax,top70,2,10,15,0.386493,60.39,1.625924,21.653871
softmax,top70,2,10,16,0.326698,60.46,1.633984,21.495356
softmax,top70,2,10,17,0.389124,60.18,1.642929,21.533257
softmax,top70,2,10,18,0.244426,59.98,1.652036,21.356807
softmax,top70,4,20,1,5.995050,51.45,1.508490,18.626932
softmax,top70,4,20,2,5.488158,50.76,1.539765,18.108872
softmax,top70,4,20,3,5.046107,52.32,1.575248,18.573068
softmax,top70,4,20,4,4.284604,53.51,1.581613,19.312808
softmax,top70,4,20,5,3.877044,54.91,1.670161,19.703979
softmax,top70,4,20,6,3.443256,54.79,1.677956,19.679527
softmax,top70,4,20,7,2.792468,56.68,1.751198,19.810590
softmax,top70,4,20,8,2.519353,58.08,1.793435,19.841815
softmax,top70,4,20,9,2.245351,59.65,1.826546,20.462373
softmax,top70,4,20,10,1.619465,60.51,1.859800,20.742276
softmax,top70,4,20,11,1.508248,60.47,1.813760,20.721460
softmax,top70,4,20,12,1.301824,60.66,1.789766,20.432932
softmax,top70,4,20,13,1.196083,60.58,1.799214,20.761723
softmax,top70,4,20,14,1.155003,59.92,1.807717,20.577989
softmax,top70,4,20,15,1.077706,60.80,1.784145,20.761045
softmax,top70,4,20,16,1.045185,61.56,1.800436,21.131891
softmax,top70,4,20,17,0.997984,60.84,1.812111,21.070083
softmax,top70,4,20,18,0.966591,61.54,1.819114,21.010224
softmax,top70,4,20,19,0.973855,61.82,1.807253,20.929555
softmax,top70,4,20,20,1.027556,62.50,1.801418,21.018997
softmax,top70,4,20,21,0.991057,62.25,1.793801,20.905930
softmax,top70,4,20,22,1.012236,62.63,1.791922,20.987575
softmax,top70,4,20,23,0.937229,62.66,1.810163,21.005506
softmax,top70,4,20,24,1.048306,62.51,1.792508,20.897052
softmax,top70,4,20,25,0.998590,62.20,1.798868,21.000335
softmax,top70,4,20,26,0.982429,62.30,1.798696,21.033103
softmax,top70,4,20,27,0.971666,62.70,1.792936,21.017629
softmax,top70,4,20,28,0.980431,62.43,1.800827,21.030378
softmax,top70,4,20,29,0.951403,62.68,1.781801,21.109819
softmax,top70,4,20,30,0.860934,62.29,1.790652,21.081239
softmax,top70,4,20,31,0.871454,61.65,1.790667,21.169739
softmax,top70,8,40,1,11.798439,51.45,1.508490,18.626932
softmax,top70,8,40,2,11.430246,51.30,1.543853,17.970254
softmax,top70,8,40,3,10.638323,53.72,1.590189,17.831064
softmax,top70,8,40,4,9.904531,53.40,1.602712,18.293071
softmax,top70,8,40,5,8.478658,56.22,1.642196,17.803827
softmax,top70,8,40,6,7.442078,58.38,1.684726,17.630848
softmax,top70,8,40,7,6.848271,60.41,1.690851,17.880890
softmax,top70,8,40,8,6.969719,61.72,1.728103,18.200565
softmax,top70,8,40,9,6.305059,63.75,1.718913,19.226899
softmax,top70,8,40,10,5.659945,66.52,1.753999,19.542220
softmax,top70,8,40,11,4.242127,67.67,1.875626,19.697220
softmax,top70,8,40,12,3.365991,71.38,1.892161,19.465066
softmax,top70,8,40,13,3.023275,72.11,1.953872,19.995722
softmax,top70,8,40,14,2.992519,73.49,1.965416,20.027968
softmax,top70,8,40,15,2.821805,73.92,1.989287,19.905189
softmax,top70,8,40,16,2.715543,74.46,1.982943,19.741087
softmax,top70,8,40,17,2.358041,75.64,1.980285,19.784424
softmax,top70,8,40,18,2.307554,76.29,1.999678,19.758025
softmax,top70,8,40,19,2.228856,77.08,2.004901,19.645947
softmax,top70,8,40,20,2.024420,77.57,2.022310,19.851802
softmax,top70,8,40,21,1.949976,78.71,2.039642,20.017701
softmax,top70,8,40,22,2.219390,78.69,2.071098,19.987908
softmax,top70,8,40,23,2.039154,78.71,2.064230,20.080866
softmax,top70,8,40,24,1.739716,79.04,2.066559,20.176235
softmax,top70,8,40,25,1.707902,78.85,2.041566,20.137046
softmax,top70,8,40,26,1.625200,78.81,2.052710,20.361830
softmax,top70,8,40,27,1.505671,79.17,2.062948,20.268871
softmax,top70,8,40,28,1.414978,79.29,2.043129,20.374612
softmax,top70,8,40,29,1.438467,78.50,2.010463,20.350964
softmax,top70,8,40,30,1.361649,78.29,2.029888,20.687156
softmax,top70,8,40,31,1.375968,78.15,2.012663,20.745570
softmax,top70,8,40,32,1.394288,78.41,1.991058,20.710955
softmax,top70,8,40,33,1.377012,78.41,1.959388,20.878531
softmax,top70,8,40,34,1.253516,78.73,1.952684,20.864006
softmax,top70,8,40,35,1.224262,78.52,1.955977,20.936554
softmax,top70,8,40,36,1.172893,78.70,1.952772,20.738387
softmax,top70,8,40,37,1.172210,78.70,1.953976,20.736749
softmax,top70,12,60,1,17.481453,51.45,1.508490,18.626932
softmax,top70,12,60,2,16.387909,52.30,1.485790,18.195215
softmax,top70,12,60,3,14.707682,53.90,1.534334,17.248663
softmax,top70,12,60,4,14.549659,54.78,1.530220,18.017472
softmax,top70,12,60,5,13.458126,54.97,1.517937,17.566846
softmax,top70,12,60,6,13.308103,57.27,1.514582,17.583068
softmax,top70,12,60,7,12.156630,58.45,1.526955,18.405504
softmax,top70,12,60,8,11.891906,57.72,1.587868,17.898013
softmax,top70,12,60,9,11.657165,59.41,1.679279,18.706310
softmax,top70,12,60,10,10.048360,61.91,1.704032,19.459060
softmax,top70,12,60,11,9.114687,62.24,1.779930,20.333507
softmax,top70,12,60,12,8.224066,65.11,1.817817,20.775677
softmax,top70,12,60,13,8.208879,67.19,1.861943,20.700540
softmax,top70,12,60,14,8.108954,68.04,1.853455,21.162485
softmax,top70,12,60,15,8.341590,67.81,1.889987,21.038050
softmax,top70,12,60,16,7.532502,69.28,1.934316,21.163193
softmax,top70,12,60,17,7.457187,69.59,1.974860,21.354225
softmax,top70,12,60,18,7.336108,70.17,1.972573,21.530782
softmax,top70,12,60,19,7.004778,71.37,2.002046,21.042699
softmax,top70,12,60,20,6.575327,72.45,2.014411,21.071542
softmax,top70,12,60,21,6.325672,73.24,2.008746,21.153831
softmax,top70,12,60,22,6.164596,73.42,2.020932,21.035753
softmax,top70,12,60,23,6.029833,73.71,2.004795,20.826356
softmax,top70,12,60,24,6.017432,74.11,2.024913,20.819963
softmax,top70,12,60,25,5.820953,74.53,2.020780,20.775742
softmax,top70,12,60,26,5.665465,74.43,2.023039,20.579014
softmax,top70,12,60,27,5.716637,74.19,2.028892,20.822729
softmax,top70,12,60,28,5.662493,74.12,2.021648,20.811799
softmax,top70,12,60,29,5.687618,74.32,2.019510,20.652578
softmax,top70,12,60,30,5.651399,74.27,2.013929,20.776072
softmax,top70,12,60,31,5.495058,74.49,2.021631,20.914161
softmax,top70,12,60,32,5.360603,74.55,2.025126,20.979656
softmax,top70,12,60,33,5.305991,74.77,2.022150,20.943586
softmax,top70,12,60,34,5.242416,74.77,2.016970,20.812247
softmax,top70,12,60,35,5.260342,74.74,2.021533,20.761703
softmax,top90,1,5,1,1.592870,51.45,1.508490,18.626932
softmax,top90,1,5,2,1.051658,51.53,1.575615,18.363444
softmax,top90,1,5,3,0.915244,51.65,1.630023,18.567578
softmax,top90,1,5,4,0.661248,53.88,1.654579,19.008816
softmax,top90,1,5,5,0.499921,53.25,1.674961,19.465477
softmax,top90,1,5,6,0.266474,53.60,1.634372,20.252884
softmax,top90,1,5,7,0.133981,54.29,1.644929,20.689406
softmax,top90,1,5,8,0.121168,54.16,1.621445,21.156157
softmax,top90,1,5,9,0.063130,51.88,1.560444,21.808174
softmax,top90,1,5,10,0.038540,51.68,1.577485,21.749566
softmax,top90,2,10,1,3.015804,51.45,1.508490,18.626932
softmax,top90,2,10,2,2.473298,49.91,1.555375,17.880084
softmax,top90,2,10,3,2.255251,53.18,1.574848,18.168149
softmax,top90,2,10,4,2.127052,54.04,1.618548,18.518848
softmax,top90,2,10,5,1.608242,57.03,1.636573,19.012300
softmax,top90,2,10,6,1.256358,55.85,1.615773,20.035164
softmax,top90,2,10,7,1.058856,58.35,1.670093,20.070729
softmax,top90,2,10,8,0.668276,59.59,1.644111,20.198676
softmax,top90,2,10,9,0.643546,60.98,1.670266,19.827632
softmax,top90,2,10,10,0.453045,61.60,1.656973,20.690099
softmax,top90,2,10,11,0.337234,62.72,1.639867,20.901366
softmax,top90,2,10,12,0.228393,64.04,1.631467,20.737631
softmax,top90,2,10,13,0.256072,63.82,1.679531,21.051288
softmax,top90,2,10,14,0.209131,64.79,1.689902,20.867675
softmax,top90,2,10,15,0.163677,65.16,1.703780,20.825499
softmax,top90,2,10,16,0.158015,65.56,1.706405,20.736432
softmax,top90,2,10,17,0.132682,65.74,1.713490,20.672944
softmax,top90,2,10,18,0.112769,66.29,1.721139,20.885643
softmax,top90,2,10,19,0.112398,66.22,1.697647,20.849642
softmax,top90,2,10,20,0.112110,66.19,1.697298,20.862816
softmax,top90,4,20,1,5.995050,51.45,1.508490,18.626932
softmax,top90,4,20,2,5.280926,51.48,1.526176,18.273804
softmax,top90,4,20,3,4.415174,52.04,1.556663,18.892237
softmax,top90,4,20,4,4.115250,53.08,1.589940,19.462789
softmax,top90,4,20,5,3.834598,54.34,1.605375,19.742568
softmax,top90,4,20,6,3.547134,55.12,1.580061,19.529320
softmax,top90,4,20,7,3.022360,56.46,1.622669,19.454025
softmax,top90,4,20,8,2.683276,55.66,1.648333,19.099535
softmax,top90,4,20,9,2.421530,56.21,1.683832,18.594103
softmax,top90,4,20,10,2.239613,59.62,1.674271,18.255920
softmax,top90,4,20,11,1.873358,59.74,1.655059,17.282060
softmax,top90,4,20,12,1.703848,59.74,1.710475,17.251439
softmax,top90,4,20,13,1.374883,61.46,1.703454,17.461976
softmax,top90,4,20,14,1.120858,62.09,1.744574,17.866350
softmax,top90,4,20,15,0.900133,63.69,1.747363,17.861965
softmax,top90,4,20,16,0.966765,63.65,1.750922,18.698879
softmax,top90,4,20,17,0.800924,64.77,1.779732,18.662737
softmax,top90,4,20,18,0.674809,65.13,1.807318,19.502783
softmax,top90,4,20,19,0.495001,65.92,1.824313,19.508262
softmax,top90,4,20,20,0.270482,65.69,1.840414,19.785929
softmax,top90,4,20,21,0.398822,65.18,1.822475,20.106263
softmax,top90,4,20,22,0.179935,65.54,1.866479,20.408577
softmax,top90,4,20,23,0.160007,65.25,1.864495,20.387471
softmax,top90,4,20,24,0.100893,65.35,1.826794,20.484003
softmax,top90,4,20,25,0.072050,66.37,1.841817,20.735962
softmax,top90,4,20,26,0.108839,66.59,1.868237,20.586028
softmax,top90,4,20,27,0.057991,66.89,1.888999,20.429482
softmax,top90,4,20,28,0.046516,67.73,1.907912,20.442207
softmax,top90,4,20,29,0.056424,68.26,1.922302,20.272078
softmax,top90,4,20,30,0.031272,69.09,1.903266,20.120866
softmax,top90,8,40,1,11.798439,51.45,1.508490,18.626932
softmax,top90,8,40,2,11.003238,50.49,1.541438,18.118235
softmax,top90,8,40,3,10.177679,51.31,1.519127,17.748891
softmax,top90,8,40,4,9.462896,52.88,1.559798,17.698439
softmax,top90,8,40,5,8.375410,54.87,1.560478,17.928170
softmax,top90,8,40,6,8.693079,56.32,1.569699,17.804072
softmax,top90,8,40,7,7.385939,58.38,1.588967,17.318454
softmax,top90,8,40,8,6.386934,59.61,1.631280,17.086558
softmax,top90,8,40,9,6.156365,63.15,1.689894,16.571423
softmax,top90,8,40,10,5.061843,64.70,1.765927,16.453410
softmax,top90,8,40,11,4.737281,64.57,1.772327,16.666373
softmax,top90,8,40,12,3.822900,66.71,1.775237,16.483833
softmax,top90,8,40,13,3.004739,68.88,1.800840,16.483778
softmax,top90,8,40,14,2.825876,69.17,1.805661,16.761736
softmax,top90,8,40,15,2.686583,69.03,1.803545,16.952923
softmax,top90,8,40,16,2.118321,70.60,1.794293,17.199040
softmax,top90,8,40,17,2.015126,71.23,1.755147,17.423975
softmax,top90,8,40,18,1.844144,72.46,1.740056,17.557866
softmax,top90,8,40,19,1.673609,72.23,1.736367,17.710886
softmax,top90,8,40,20,1.297703,73.22,1.757885,17.856341
softmax,top90,8,40,21,1.224065,73.26,1.778500,18.269499
softmax,top90,8,40,22,1.158858,74.07,1.808020,17.998268
softmax,top90,8,40,23,0.850094,74.58,1.796645,18.204711
softmax,top90,8,40,24,0.839280,74.19,1.798059,18.228225
softmax,top90,8,40,25,0.734610,74.42,1.761775,18.675811
softmax,top90,8,40,26,0.626921,74.51,1.737747,18.720885
softmax,top90,8,40,27,0.552057,74.63,1.708936,18.821264
softmax,top90,8,40,28,0.463662,74.69,1.684211,19.056622
softmax,top90,8,40,29,0.342838,75.98,1.635129,19.190349
softmax,top90,8,40,30,0.376626,75.94,1.609749,19.175278
softmax,top90,8,40,31,0.344598,75.74,1.611694,19.169451
softmax,top90,8,40,32,0.345991,76.10,1.588638,19.337852
softmax,top90,8,40,33,0.276063,75.70,1.545144,19.426923
softmax,top90,8,40,34,0.235081,75.46,1.508933,19.634139
softmax,top90,8,40,35,0.209954,75.41,1.487316,19.649608
softmax,top90,8,40,36,0.190961,74.99,1.472498,19.637955
softmax,top90,8,40,37,0.244049,74.99,1.469115,19.648916
softmax,top90,8,40,38,0.150403,75.30,1.474752,19.623296
softmax,top90,8,40,39,0.146262,75.21,1.476386,19.618016
softmax,top90,8,40,40,0.183563,75.00,1.483609,19.548791
softmax,top90,8,40,41,0.148990,75.02,1.481541,19.549854
softmax,top90,8,40,42,0.105632,75.21,1.485994,19.527502
softmax,top90,8,40,43,0.118959,75.20,1.490075,19.509454
softmax,top90,8,40,44,0.063263,75.16,1.486983,19.580501
softmax,top90,12,60,1,17.481453,51.45,1.508490,18.626932
softmax,top90,12,60,2,16.978120,51.52,1.541634,18.294572
softmax,top90,12,60,3,16.039836,52.66,1.601554,19.016429
softmax,top90,12,60,4,14.338804,54.72,1.648465,18.872796
softmax,top90,12,60,5,12.827843,57.55,1.674088,19.289988
softmax,top90,12,60,6,11.956924,57.66,1.699563,19.491677
softmax,top90,12,60,7,11.956251,60.14,1.729495,19.612069
softmax,top90,12,60,8,10.929792,61.10,1.760639,20.301485
softmax,top90,12,60,9,9.967823,62.72,1.738918,20.883482
softmax,top90,12,60,10,9.346066,65.71,1.724362,20.885046
softmax,top90,12,60,11,9.031669,67.19,1.741174,22.276660
softmax,top90,12,60,12,8.005768,70.61,1.773499,23.051740
softmax,top90,12,60,13,7.501080,70.81,1.735534,23.081965
softmax,top90,12,60,14,6.525765,74.06,1.755051,23.884157
softmax,top90,12,60,15,6.009964,74.59,1.723975,23.234039
softmax,top90,12,60,16,5.977417,75.72,1.682053,22.803696
softmax,top90,12,60,17,5.709869,76.51,1.683650,23.043107
softmax,top90,12,60,18,5.433967,77.18,1.611759,22.501597
softmax,top90,12,60,19,5.211469,77.94,1.572471,22.583827
softmax,top90,12,60,20,4.782689,78.67,1.555700,22.268507
softmax,top90,12,60,21,4.757886,78.93,1.526931,22.459726
softmax,top90,12,60,22,4.412409,79.11,1.512265,22.459970
softmax,top90,12,60,23,4.304362,79.22,1.496027,22.584848
softmax,top90,12,60,24,4.115508,79.45,1.479416,22.890034
softmax,top90,12,60,25,3.984931,79.08,1.451573,23.084543
softmax,top90,12,60,26,3.936788,79.13,1.450706,23.137301
softmax,top90,12,60,27,3.833038,79.14,1.467019,22.714547
softmax,top90,12,60,28,3.705339,79.08,1.476447,22.731764
softmax,top90,12,60,29,3.582437,79.31,1.469106,22.761443
softmax,top90,12,60,30,3.571942,79.04,1.456119,22.745753
softmax,top90,12,60,31,3.493911,79.09,1.467518,22.457479
softmax,top90,12,60,32,3.507110,79.05,1.468663,22.488705
softmax,top90,12,60,33,3.523978,79.23,1.466536,22.661665
softmax,top90,12,60,34,3.521524,79.24,1.466287,22.666591
regret_reg,top10,1,5,1,10.807470,51.45,1.508490,18.626932
regret_reg,top10,1,5,2,12.679718,50.19,1.500760,17.428108
regret_reg,top10,1,5,3,12.783545,50.78,1.513179,17.044198
regret_reg,top10,1,5,4,12.298702,50.53,1.492642,15.926011
regret_reg,top10,1,5,5,11.912125,50.53,1.478510,15.288336
regret_reg,top10,1,5,6,11.405193,51.06,1.498893,15.214423
regret_reg,top10,1,5,7,10.130714,51.76,1.495041,14.213615
regret_reg,top10,1,5,8,9.096674,52.33,1.451373,13.719227
regret_reg,top10,1,5,9,8.012963,53.63,1.446993,13.436139
regret_reg,top10,1,5,10,7.346322,52.80,1.447922,13.044080
regret_reg,top10,1,5,11,6.760986,53.05,1.404351,12.760480
regret_reg,top10,1,5,12,6.005073,52.41,1.402066,11.975822
regret_reg,top10,1,5,13,5.450626,53.71,1.400881,11.627511
regret_reg,top10,1,5,14,4.972905,54.11,1.374073,11.237393
regret_reg,top10,1,5,15,4.317952,53.52,1.309572,10.352505
regret_reg,top10,1,5,16,3.852116,53.01,1.285666,9.704853
regret_reg,top10,1,5,17,3.461096,52.86,1.277381,8.947547
regret_reg,top10,1,5,18,3.131192,53.22,1.251908,9.046013
regret_reg,top10,1,5,19,2.878398,53.79,1.273341,8.563995
regret_reg,top10,1,5,20,2.612962,53.49,1.272391,7.980158
regret_reg,top10,1,5,21,2.382607,53.20,1.259033,7.415909
regret_reg,top10,1,5,22,2.171143,52.42,1.269601,7.338248
regret_reg,top10,1,5,23,1.951105,52.50,1.238623,7.033894
regret_reg,top10,1,5,24,1.809777,52.78,1.221028,6.927757
regret_reg,top10,1,5,25,1.681240,54.82,1.192088,6.522645
regret_reg,top10,1,5,26,1.516898,54.83,1.171023,6.392280
regret_reg,top10,1,5,27,1.365539,54.88,1.156774,6.194938
regret_reg,top10,1,5,28,1.287488,55.63,1.096888,5.782703
regret_reg,top10,1,5,29,1.166360,56.69,1.086394,5.451962
regret_reg,top10,1,5,30,1.079378,56.04,1.068899,5.292195
regret_reg,top10,1,5,31,0.992151,56.92,1.060899,5.018549
regret_reg,top10,1,5,32,0.929473,56.20,1.065055,4.898336
regret_reg,top10,1,5,33,0.868586,56.54,1.043962,4.866892
regret_reg,top10,1,5,34,0.805157,56.04,1.023945,4.711394
regret_reg,top10,1,5,35,0.752589,55.70,1.014316,4.784906
regret_reg,top10,1,5,36,0.701723,57.25,1.017797,4.697384
regret_reg,top10,1,5,37,0.663466,56.56,1.010166,4.609429
regret_reg,top10,1,5,38,0.630878,56.32,0.999632,4.527592
regret_reg,top10,1,5,39,0.602358,55.92,0.999897,4.343308
regret_reg,top10,1,5,40,0.577999,56.83,0.973466,4.111107
regret_reg,top10,1,5,41,0.556078,57.42,0.966943,4.106015
regret_reg,top10,1,5,42,0.532888,57.32,0.965516,4.099863
regret_reg,top10,1,5,43,0.508876,57.22,0.974769,4.059450
regret_reg,top10,1,5,44,0.489120,56.87,0.968649,4.054843
regret_reg,top10,1,5,45,0.471674,56.37,0.966382,3.967745
regret_reg,top10,1,5,46,0.450061,57.97,0.954050,3.882581
regret_reg,top10,1,5,47,0.434607,57.77,0.944641,3.898129
regret_reg,top10,1,5,48,0.421684,58.28,0.933220,3.882435
regret_reg,top10,1,5,49,0.407901,57.82,0.938001,3.780462
regret_reg,top10,1,5,50,0.396600,57.21,0.935725,3.736359
regret_reg,top10,1,5,51,0.385927,56.67,0.933776,3.701351
regret_reg,top10,1,5,52,0.375112,56.54,0.936192,3.672104
regret_reg,top10,1,5,53,0.366277,56.41,0.933663,3.683802
regret_reg,top10,1,5,54,0.356891,56.45,0.939545,3.697882
regret_reg,top10,1,5,55,0.349324,56.29,0.936189,3.626396
regret_reg,top10,1,5,56,0.340728,57.18,0.923855,3.590760
regret_reg,top10,1,5,57,0.333665,57.27,0.913184,3.511571
regret_reg,top10,1,5,58,0.328415,57.28,0.914863,3.448071
regret_reg,top10,1,5,59,0.322271,57.07,0.920106,3.414548
regret_reg,top10,1,5,60,0.316816,56.95,0.915619,3.415403
regret_reg,top10,1,5,61,0.311995,57.62,0.911736,3.446841
regret_reg,top10,1,5,62,0.306236,56.72,0.917756,3.450221
regret_reg,top10,1,5,63,0.302150,57.20,0.913694,3.481222
regret_reg,top10,1,5,64,0.297430,57.07,0.909993,3.486012
regret_reg,top10,1,5,65,0.293311,56.27,0.908074,3.483877
regret_reg,top10,1,5,66,0.290444,56.67,0.905353,3.498028
regret_reg,top10,1,5,67,0.285953,56.54,0.904945,3.502296
regret_reg,top10,1,5,68,0.282116,56.18,0.908420,3.460958
regret_reg,top10,1,5,69,0.278487,55.70,0.903989,3.494764
regret_reg,top10,1,5,70,0.274434,55.44,0.898613,3.495855
regret_reg,top10,1,5,71,0.271312,55.47,0.896538,3.462467
regret_reg,top10,1,5,72,0.268549,54.63,0.890249,3.447116
regret_reg,top10,1,5,73,0.265924,54.87,0.886049,3.463925
regret_reg,top10,1,5,74,0.262986,54.49,0.883959,3.458939
regret_reg,top10,1,5,75,0.260263,54.21,0.879562,3.452504
regret_reg,top10,1,5,76,0.258006,54.33,0.878280,3.473860
regret_reg,top10,1,5,77,0.256091,55.04,0.873929,3.483768
regret_reg,top10,1,5,78,0.253818,55.26,0.867876,3.453125
regret_reg,top10,1,5,79,0.251424,54.85,0.860829,3.473748
regret_reg,top10,1,5,80,0.249259,55.53,0.858209,3.477273
regret_reg,top10,1,5,81,0.247294,55.61,0.852243,3.469954
regret_reg,top10,1,5,82,0.245305,55.02,0.848609,3.471935
regret_reg,top10,1,5,83,0.243513,54.95,0.846015,3.483823
regret_reg,top10,1,5,84,0.241664,54.37,0.844411,3.518067
regret_reg,top10,1,5,85,0.239590,54.53,0.843064,3.544756
regret_reg,top10,1,5,86,0.238224,54.63,0.841269,3.554504
regret_reg,top10,1,5,87,0.236613,54.08,0.844061,3.558260
regret_reg,top10,1,5,88,0.234931,54.22,0.840864,3.549651
regret_reg,top10,1,5,89,0.233300,54.63,0.836733,3.533443
regret_reg,top10,1,5,90,0.231684,54.50,0.834358,3.505378
regret_reg,top10,1,5,91,0.230287,54.57,0.832915,3.495043
regret_reg,top10,1,5,92,0.229003,54.98,0.830294,3.507604
regret_reg,top10,1,5,93,0.227527,55.00,0.826036,3.508899
regret_reg,top10,1,5,94,0.226054,54.92,0.827227,3.520467
regret_reg,top10,1,5,95,0.224708,54.72,0.826027,3.511816
regret_reg,top10,1,5,96,0.223524,54.58,0.826602,3.511665
regret_reg,top10,1,5,97,0.222322,54.65,0.823247,3.510734
regret_reg,top10,1,5,98,0.221126,54.87,0.822939,3.516469
regret_reg,top10,1,5,99,0.220122,54.65,0.822763,3.515159
regret_reg,top10,1,5,100,0.219090,54.77,0.822915,3.511565
regret_reg,top10,2,10,1,11.972862,51.45,1.508490,18.626932
regret_reg,top10,2,10,2,14.498246,50.11,1.530109,17.988011
regret_reg,top10,2,10,3,14.631571,50.08,1.550973,18.362683
regret_reg,top10,2,10,4,13.673531,51.42,1.560682,17.219284
regret_reg,top10,2,10,5,12.959381,50.35,1.528789,17.022941
regret_reg,top10,2,10,6,12.543935,51.07,1.452979,17.312904
regret_reg,top10,2,10,7,10.934758,51.88,1.462169,17.047919
regret_reg,top10,2,10,8,10.296365,51.68,1.437203,16.732681
regret_reg,top10,2,10,9,9.525653,51.01,1.431645,16.277479
regret_reg,top10,2,10,10,8.876369,52.43,1.398120,16.171399
regret_reg,top10,2,10,11,8.095363,52.47,1.409715,16.155000
regret_reg,top10,2,10,12,7.542101,53.08,1.381097,15.706609
regret_reg,top10,2,10,13,6.538619,52.54,1.372188,15.504827
regret_reg,top10,2,10,14,5.714119,53.61,1.310675,14.773286
regret_reg,top10,2,10,15,5.295659,52.97,1.273910,14.348700
regret_reg,top10,2,10,16,4.962712,53.29,1.232119,13.926044
regret_reg,top10,2,10,17,4.470990,53.16,1.190456,13.615505
regret_reg,top10,2,10,18,3.870122,55.53,1.168159,12.386309
regret_reg,top10,2,10,19,3.579482,55.15,1.159221,11.699531
regret_reg,top10,2,10,20,3.250515,55.62,1.144727,11.181733
regret_reg,top10,2,10,21,2.888524,55.94,1.124711,10.653494
regret_reg,top10,2,10,22,2.662970,55.19,1.105966,10.638643
regret_reg,top10,2,10,23,2.379182,54.68,1.045805,10.316200
regret_reg,top10,2,10,24,2.153958,54.48,1.042001,9.782035
regret_reg,top10,2,10,25,1.912529,54.46,0.990157,9.375100
regret_reg,top10,2,10,26,1.766924,53.65,0.980698,9.351880
regret_reg,top10,2,10,27,1.627191,54.26,0.972908,8.956832
regret_reg,top10,2,10,28,1.496034,54.17,0.948577,8.850734
regret_reg,top10,2,10,29,1.404360,55.47,0.930119,8.201141
regret_reg,top10,2,10,30,1.299779,54.66,0.935012,8.014349
regret_reg,top10,2,10,31,1.189090,54.42,0.923553,7.851629
regret_reg,top10,2,10,32,1.118691,55.27,0.899811,7.528290
regret_reg,top10,2,10,33,1.060913,55.14,0.898959,7.401442
regret_reg,top10,2,10,34,1.000064,54.26,0.889587,6.962854
regret_reg,top10,2,10,35,0.946159,54.16,0.860654,6.715538
regret_reg,top10,2,10,36,0.888994,55.68,0.825822,6.484496
regret_reg,top10,2,10,37,0.836782,56.60,0.818192,6.370639
regret_reg,top10,2,10,38,0.774486,57.18,0.798761,6.199450
regret_reg,top10,2,10,39,0.733312,57.11,0.789271,5.965781
regret_reg,top10,2,10,40,0.692669,57.59,0.765971,5.779474
regret_reg,top10,2,10,41,0.663060,58.11,0.744555,5.602370
regret_reg,top10,2,10,42,0.628819,57.87,0.724687,5.460999
regret_reg,top10,2,10,43,0.603370,58.51,0.704541,5.436496
regret_reg,top10,2,10,44,0.577447,58.00,0.700119,5.412232
regret_reg,top10,2,10,45,0.555857,58.66,0.695374,5.417246
regret_reg,top10,2,10,46,0.541386,58.03,0.680985,5.352215
regret_reg,top10,2,10,47,0.522351,58.04,0.679779,5.297535
regret_reg,top10,2,10,48,0.504646,58.22,0.671449,5.269162
regret_reg,top10,2,10,49,0.487964,58.54,0.671226,5.222932
regret_reg,top10,2,10,50,0.476703,58.49,0.679538,5.250077
regret_reg,top10,2,10,51,0.461501,57.68,0.677918,5.243523
regret_reg,top10,2,10,52,0.451099,57.96,0.671343,5.251399
regret_reg,top10,2,10,53,0.439598,57.21,0.666340,5.234797
regret_reg,top10,2,10,54,0.428193,57.32,0.667828,5.270583
regret_reg,top10,2,10,55,0.418176,56.80,0.666798,5.292330
regret_reg,top10,2,10,56,0.410576,57.53,0.663580,5.228167
regret_reg,top10,2,10,57,0.402183,56.84,0.668977,5.166113
regret_reg,top10,2,10,58,0.394468,56.88,0.663203,5.083745
regret_reg,top10,2,10,59,0.388023,56.79,0.663580,5.105333
regret_reg,top10,2,10,60,0.381279,56.57,0.662780,5.157977
regret_reg,top10,2,10,61,0.374630,57.01,0.656008,5.047711
regret_reg,top10,2,10,62,0.368486,57.31,0.654984,5.037565
regret_reg,top10,2,10,63,0.362507,58.39,0.645922,5.059121
regret_reg,top10,2,10,64,0.356282,58.28,0.647060,5.023950
regret_reg,top10,2,10,65,0.350664,57.94,0.641381,4.967485
regret_reg,top10,2,10,66,0.345462,57.90,0.642346,4.918870
regret_reg,top10,2,10,67,0.341096,58.81,0.643125,4.940564
regret_reg,top10,2,10,68,0.336810,58.88,0.641044,4.897428
regret_reg,top10,2,10,69,0.332662,59.28,0.638017,4.878431
regret_reg,top10,2,10,70,0.328902,60.38,0.635924,4.840991
regret_reg,top10,2,10,71,0.324992,60.64,0.634267,4.811978
regret_reg,top10,2,10,72,0.321529,60.70,0.631942,4.766051
regret_reg,top10,2,10,73,0.318116,61.36,0.632179,4.719906
regret_reg,top10,2,10,74,0.314433,61.78,0.632167,4.675352
regret_reg,top10,2,10,75,0.311135,62.98,0.625942,4.652842
regret_reg,top10,2,10,76,0.308429,63.05,0.625257,4.655048
